Date,SPX_PX_TO_CASH_FLOW_Diff,SPX_PX_TO_SALES_RATIO_Diff,SPX_PX_TO_BOOK_RATIO_Diff,SPX_PE_RATIO_Diff,SPX_PX_TO_EBITDA_Diff,SPX_PX_TO_CASH_FLOW_QS,SPX_PX_TO_SALES_RATIO_QS,SPX_PX_TO_BOOK_RATIO_QS,SPX_PE_RATIO_QS,SPX_PX_TO_EBITDA_QS,EarningSpread_SPX,JALSH_PX_TO_CASH_FLOW_Diff,JALSH_PX_TO_SALES_RATIO_Diff,JALSH_PX_TO_BOOK_RATIO_Diff,JALSH_PE_RATIO_Diff,JALSH_PX_TO_EBITDA_Diff,JALSH_PX_TO_CASH_FLOW_QS,JALSH_PX_TO_SALES_RATIO_QS,JALSH_PX_TO_BOOK_RATIO_QS,JALSH_PE_RATIO_QS,JALSH_PX_TO_EBITDA_QS,EarningSpread_JASLH,ValuationSpreadLocalGlobal,AAIIBULL.Index,AAIIBEAR.Index,EPUCCUSM.Index
2006-06-18,2.439017956848144,0.1356094658578161,0.2162641101891563,2.295222056723893,1.016879908888435,0.773,0.296,0.19,0.059,0.166,12.23299999999998,3.613145832144035,0.4133358424394323,0.4197305057126403,4.70018690377285,1.491325035806721,0.2946518668012109,0.9042338709677419,0.9899396378269618,0.2734611503531786,0.9899396378269618,18.59660000000008,0.4783481331987891,1009.82,867.8499999999999,0.3299999999999983
2006-06-25,2.496776654205322,0.1383593575788928,0.2177444861172568,2.342132515595915,1.037597108936643,0.826,0.406,0.212,0.105,0.213,12.36579999999999,3.733758181528999,0.4358459637763782,0.4315917876121603,4.93816487175074,1.535665115120641,0.3393574297188755,0.9558676028084253,0.987987987987988,0.427710843373494,0.987987987987988,317.8681000000001,0.4866425702811245,1006.92,872.9399999999999,0.3299999999999983
2006-07-02,2.430115046386719,0.131656448466598,0.2129929267592418,2.270279629524818,1.006345918579852,0.752,0.177,0.143,0.053,0.14,12.4619,3.506734826427519,0.403437748992108,0.3602080840140803,4.571742638151254,1.285888722897921,0.239,0.878,0.927,0.225,0.574,325.8332,0.513,1016.17,872.4899999999999,4.929999999999993
2006-07-09,2.363646670227051,0.1282454340606336,0.2054592400487084,2.199412831718392,0.9760719098308286,0.679,0.133,0.079,0.027,0.088,12.4063,3.350764993998817,0.3788827842666162,0.3505620631142403,4.251248493064454,1.255736953323521,0.172,0.808,0.902,0.172,0.562,369.8338999999999,0.5070000000000001,994.91,896.03,4.929999999999993
2006-07-16,2.34950678817749,0.1292982959618534,0.2057911223967854,2.190793294595262,0.9726608610692387,0.666,0.146,0.086,0.026,0.088,12.402,3.534801202974388,0.391218680315166,0.3719417715968004,4.48372333497461,1.372051111731201,0.263,0.838,0.938,0.206,0.916,382.2946999999999,0.403,981.41,909.6199999999999,4.929999999999993
2006-07-23,2.419400324554443,0.134294888772498,0.2240164993517477,2.252249194871399,1.000013919946323,0.732,0.258,0.366,0.058,0.136,12.218,3.703663382074001,0.4138711824244609,0.3888428914278405,4.674114478535469,1.400044894361601,0.35,0.898,0.953,0.271,0.931,385.8823,0.382,974.49,934.0899999999999,4.929999999999993
2006-07-30,2.490537302093506,0.1343793704769563,0.2183396922456411,2.324930663915174,1.032387077623573,0.818,0.255,0.238,0.101,0.206,12.37660000000002,3.911926620520408,0.4504110545668781,0.4459419656857604,4.995263920012679,1.485124094361602,0.46,0.979,0.992,0.453,0.982,366.8993,0.3579999999999999,964.6700000000001,943.7799999999999,4.929999999999993
2006-08-06,2.399168775634766,0.1288652496674686,0.2044984426669808,2.22951386182574,0.9895642451137784,0.696,0.143,0.073,0.043,0.117,10.35500000000002,3.905027565538233,0.4470571984680312,0.4318805550540804,5.024968244835459,1.485124094361602,0.454,0.972,0.981,0.465,0.982,361.6373000000001,0.2419999999999999,955.94,956.3899999999999,11.84
2006-08-13,2.355701582183838,0.1307478257149521,0.2223383609158696,2.234288159010234,0.9840644415789215,0.652,0.173,0.338,0.049,0.109,10.432,3.757787300604679,0.4222721314918555,0.4055670605312004,4.787306176832953,1.485124094361602,0.369,0.903,0.966,0.354,0.982,383.8281999999999,0.283,952.3500000000001,962.1399999999999,11.84
2006-08-20,2.335215189666748,0.1367935924239284,0.2159542256582562,2.372826667677217,1.055212159235744,0.629,0.343,0.191,0.19,0.286,10.55019999999998,3.767371528259475,0.4223170817770429,0.4104930776576003,4.77898173498428,1.485124094361602,0.379,0.9,0.969,0.347,0.982,437.6597999999999,0.25,939.6700000000001,969.53,11.84
2006-08-27,2.332873486175537,0.1317793310372889,0.1985046454877201,2.26157137800745,1.018299342356651,0.624,0.182,0.042,0.071,0.168,10.5819,3.823563590541016,0.4304887317671247,0.4107404573388803,4.869164842485142,1.485124094361602,0.416,0.929,0.965,0.39,0.982,445.1650999999999,0.208,938.0800000000002,977.8199999999998,11.84
2006-09-03,2.525163446807861,0.1290592257346087,0.2103788489271862,2.148796762379509,0.9598365184155297,0.861,0.135,0.126,0.014,0.06,10.3357,3.771398851218775,0.4226861363122423,0.3980253793945605,4.787429987916585,1.485124094361602,0.383,0.896,0.938,0.345,0.982,453.192,0.478,938.44,972.8899999999999,8.36999999999999
2006-09-10,2.697628183898926,0.1336552604046466,0.2115071073533371,2.202617385004036,0.9794994219287514,0.998,0.23,0.14,0.045,0.096,10.4114,3.782772057540606,0.425193131328693,0.4171783878092805,4.818289634167154,1.485124094361602,0.399,0.906,0.97,0.365,0.982,437.9226000000001,0.599,934.8800000000002,970.0399999999998,8.36999999999999
2006-09-17,2.742549153900147,0.1345533498953057,0.2126242912072348,2.22044978073341,0.9882091234135182,0.997,0.259,0.152,0.055,0.113,10.6709,3.887956242520555,0.4415463647929999,0.4386463042867204,4.942293401911956,1.485124094361602,0.461,0.956,0.986,0.424,0.982,454.0239000000001,0.536,939.0800000000002,980.8999999999999,8.36999999999999
2006-09-24,2.762041209106445,0.1328757001838927,0.2101101792014989,2.215719555210091,0.9891630613506242,0.999,0.199,0.119,0.049,0.115,11.3108,4.226268818697278,0.4673167381799119,0.4525282988134404,5.120354744051169,1.485124094361602,0.621,0.998,0.995,0.511,0.982,458.3749,0.378,949.6200000000002,982.5699999999999,8.36999999999999
2006-10-01,2.760714698028564,0.1317191092442269,0.210716835351787,2.213888174962566,0.9905878460514745,0.997,0.162,0.124,0.051,0.122,11.2316,4.524787010776653,0.4655039880358592,0.4401072931379204,5.130658245605893,1.485124094361602,0.825,0.992,0.981,0.511,0.982,484.4139,0.172,953.2700000000002,992.1999999999997,-24.34
2006-10-08,2.763786831817627,0.1336887562524342,0.2144593935069853,2.214748524907084,0.9910423503044988,0.998,0.225,0.168,0.056,0.126,11.04459999999997,4.504997512878904,0.4422096685942625,0.4159372072140804,4.92761933239771,1.523443534003202,0.807,0.943,0.951,0.406,0.987,130.8048000000001,0.1909999999999999,945.6900000000003,1011.03,-24.34
2006-10-15,2.800241099700928,0.1332682096866897,0.2130103331669954,2.230283802665953,0.997993649086714,1.0,0.202,0.154,0.075,0.141,10.98109999999998,4.631596584217576,0.4746590753888646,0.4934487319449604,5.144109146306241,1.883253272284162,0.881,1.0,1.0,0.522,0.999,101.6008999999999,0.119,960.9400000000003,1007.96,-24.34
2006-10-22,2.815398793029785,0.1360610230717351,0.2171230261477715,2.257152528066889,1.010076716500364,1.0,0.315,0.216,0.108,0.167,11.2654,4.700646724365328,0.4780995383199046,0.4594920494694403,5.299558308545005,1.635551898444801,0.902,0.996,0.991,0.627,0.991,155.8127999999999,0.09799999999999998,973.0300000000002,1001.77,-24.34
2006-10-29,2.823552457885742,0.1376732981320025,0.2219149455301554,2.267521325893263,1.014896384489827,0.998,0.386,0.341,0.119,0.179,11.38290000000002,4.378376480669085,0.4190492592092535,0.3592639403059203,4.699127604508476,1.085017169244161,0.722,0.841,0.846,0.272,0.46,132.115,0.276,979.3100000000002,998.64,-24.34
2006-11-05,2.858521380004883,0.1370931971839097,0.2223894939162193,2.28787832879169,1.023899516619439,0.997,0.356,0.351,0.131,0.2,7.506299999999996,4.17877781186955,0.3942862039919722,0.3674666029875204,4.21296283818649,1.124833385364481,0.551,0.775,0.86,0.172,0.461,133.4668999999999,0.446,968.1600000000002,1008.07,-12.7
2006-11-12,3.015000488891601,0.1430586415557644,0.2348574389802484,2.362236185175016,1.053571963991057,1.0,0.67,0.651,0.226,0.29,7.219100000000026,4.283833907475239,0.4058431074204851,0.3781968768768004,4.300055563959397,1.158119528637441,0.645,0.811,0.868,0.181,0.459,157.1836999999998,0.355,979.37,990.9399999999998,-12.7
2006-11-19,3.58124787033081,0.1462726861500325,0.2391569792998101,2.495939590148859,1.108766418532044,0.999,0.795,0.757,0.466,0.507,7.497999999999976,4.311248160147072,0.4062926886252597,0.3761550848460803,4.316661292835938,1.149632616693761,0.668,0.811,0.863,0.185,0.454,150.0976000000001,0.331,992.8900000000001,975.9299999999998,-12.7
2006-11-26,3.055586505432129,0.1398297405814415,0.2211316086799833,2.36830723653933,1.050510308773431,0.991,0.479,0.303,0.234,0.274,7.564200000000028,4.344874660783155,0.4092084974148539,0.3860259070361604,4.345319142368445,1.182269118228481,0.693,0.817,0.882,0.197,0.462,143.1817000000001,0.298,1004.06,967.8699999999999,-12.7
2006-12-03,2.12113261795044,0.1375605780702525,0.2172375804758436,2.18166938480262,0.9833677354231953,0.267,0.364,0.212,0.033,0.091,7.462100000000021,4.444069762087866,0.4245149757200364,0.3920565672806404,4.456588573318583,1.204907659745281,0.759,0.868,0.883,0.219,0.464,151.9721,-0.492,1018.05,970.2799999999997,-9.699999999999996
2006-12-10,2.172732763977051,0.1401827734533949,0.2230469505806007,2.215892811569075,1.013761766119876,0.33,0.501,0.359,0.066,0.174,7.226299999999995,4.384231696416576,0.4242289232979968,0.3906378996736004,4.416068905166834,1.189383486202881,0.716,0.865,0.881,0.211,0.457,139.5375999999999,-0.386,1030.58,956.89,-9.699999999999996
2006-12-17,2.145461051330567,0.1394885240547139,0.2237828456710913,2.196304947268874,1.003185244831448,0.287,0.46,0.371,0.045,0.152,7.346200000000024,4.371221321359709,0.4109587410886325,0.3916647785984003,4.365067888593487,1.179104545822721,0.705,0.807,0.882,0.203,0.451,151.4105,-0.418,1037.51,953.2899999999998,-9.699999999999996
2006-12-24,2.125871740112305,0.1389288772805772,0.220348973849337,2.186252309528158,0.9988728355387722,0.256,0.431,0.275,0.039,0.14,7.482300000000023,4.568499416076603,0.4130622407161905,0.4008373403750404,4.444603999425705,1.194215331261441,0.846,0.81,0.906,0.23,0.454,147.3359,-0.59,1037.99,956.0499999999998,-9.699999999999996
2006-12-31,2.170627673645019,0.141080174340969,0.2266866527049442,2.224390856718946,1.016771559523602,0.326,0.537,0.429,0.096,0.186,7.551500000000019,4.612001766166383,0.4125760009497813,0.3966138739404804,4.423327598248132,1.186926166840321,0.866,0.806,0.884,0.221,0.447,144.0816,-0.54,1046.29,949.43,-14.68
2007-01-07,2.197438951416016,0.1416001803782813,0.2304098805635554,2.238382880716203,1.023113090220706,0.367,0.567,0.547,0.113,0.194,7.672399999999996,4.563618739316553,0.4059613149859734,0.3764180727398403,4.348156481058187,1.182107491164161,0.835,0.777,0.831,0.198,0.441,159.9860000000001,-0.468,1058.93,939.3199999999998,-14.68
2007-01-14,2.205776234741212,0.1433718544956222,0.2293324545581076,2.257484543536784,1.031522728237572,0.375,0.671,0.503,0.144,0.219,7.621499999999997,4.703263021428189,0.4169324044598554,0.3798892244940804,4.467241786246768,1.241567053127681,0.903,0.824,0.84,0.25,0.475,149.1555000000001,-0.528,1079.52,915.7799999999999,-14.68
2007-01-21,2.199239046325684,0.1433797578303993,0.2281959319444402,2.251215544340486,1.028440897646907,0.364,0.672,0.469,0.139,0.208,7.844899999999996,4.892745791724495,0.4308386717774378,0.3960163550822404,4.658206328875348,1.285251437399041,0.958,0.895,0.878,0.315,0.491,152.9164999999998,-0.594,1102.42,900.0299999999999,-14.68
2007-01-28,2.187472357025146,0.1407607461831165,0.2270352486187703,2.223383341458967,1.016123783796331,0.338,0.504,0.424,0.098,0.166,7.802199999999999,4.89148319919784,0.4248385708348629,0.3988251281152004,4.616504220573828,1.278535971440641,0.956,0.862,0.893,0.303,0.487,179.2758999999999,-0.6179999999999999,1110.47,886.1699999999998,-14.68
2007-02-04,2.20233491607666,0.1411871100171539,0.2315195342793447,2.234354664893128,1.021244460168113,0.364,0.523,0.568,0.117,0.178,8.004200000000026,4.881580069319607,0.4234888138378344,0.3973579198464003,4.567048268064201,1.271882181068801,0.949,0.848,0.882,0.284,0.481,169.4982,-0.585,1120.2,875.24,-0.1600000000000108
2007-02-11,2.223230260467529,0.1417511030727135,0.2257627491266128,2.253144642037148,1.028662749921479,0.395,0.565,0.385,0.152,0.206,8.095799999999983,4.969876674662297,0.4330103364021786,0.4056713230694404,4.653648042137661,1.297975383009281,0.97,0.905,0.918,0.329,0.504,156.1157999999998,-0.575,1135.82,869.4499999999998,-0.1600000000000108
2007-02-18,2.199892568511963,0.1423809730121604,0.22687119377906,2.242714846082373,1.022853003771855,0.354,0.61,0.41,0.134,0.178,7.507500000000022,5.016867941745432,0.4340013614006378,0.4056363671808004,4.694694865744028,1.298964250833921,0.977,0.911,0.916,0.35,0.503,104.3484999999998,-0.623,1144.04,863.0999999999999,-0.1600000000000108
2007-02-25,2.167012201690674,0.1430126278984399,0.245408601577041,2.259356461872263,1.015771625576884,0.282,0.649,0.857,0.167,0.146,7.503400000000013,5.089829979846397,0.4399611816816549,0.4084787077734404,4.776856662000317,1.307502085166081,0.987,0.921,0.922,0.405,0.506,109.4177,-0.7050000000000001,1156.32,859.5699999999998,-0.1600000000000108
2007-03-04,2.001068052978515,0.1448633731778256,0.2432678980960683,2.279009532017245,1.003454205497521,0.084,0.737,0.829,0.185,0.107,8.656800000000004,5.119150241977796,0.4411258219331634,0.4159716166041604,4.772593380413658,1.331858976855041,0.99,0.927,0.939,0.408,0.538,114.0045,-0.906,1149.96,869.2599999999999,-15.48999999999999
2007-03-11,2.120522653198242,0.1531110284880371,0.2370445726047802,2.405720683036646,1.149317249593924,0.205,0.953,0.689,0.371,0.655,8.73350000000002,5.301142571829137,0.4521954434592115,0.4422808618291204,4.861272652740826,1.417133279109121,0.994,0.961,0.973,0.467,0.879,121.2126000000001,-0.789,1137.81,875.79,-15.48999999999999
2007-03-18,2.539264691314697,0.1520709965789329,0.2295875491201097,2.377111139421503,1.161945483161856,0.81,0.933,0.492,0.309,0.691,8.52130000000001,5.405877241831893,0.4727028370462352,0.4504206490214404,5.102887892744918,1.442715241748481,0.994,0.991,0.981,0.569,0.909,129.3507999999999,-0.1839999999999999,1123.05,886.92,-15.48999999999999
2007-03-25,2.698597325439453,0.1440000674717363,0.2172077062352085,2.23272324807575,1.019789322370395,0.941,0.682,0.148,0.096,0.147,9.016900000000021,4.867141887515777,0.4544669784114461,0.4212467200307204,4.931350877195239,1.348439394365441,0.908,0.957,0.936,0.497,0.573,128.4753999999998,0.03299999999999992,1115.61,887.12,-15.48999999999999
2007-04-01,2.669341374206543,0.1350322236093,0.2099731382557809,2.148600524954857,0.9781524988398063,0.925,0.174,0.052,0.005,0.029,8.832899999999995,4.466203820589462,0.434332906797223,0.3996399473459203,4.716068644052029,1.275974533227521,0.707,0.883,0.859,0.357,0.449,145.5769,0.2180000000000001,1120.51,866.0600000000001,5.659999999999997
2007-04-08,2.743031167449951,0.1380263000905352,0.2161516953619761,2.141541129510326,0.9965592513776149,0.946,0.312,0.134,0.004,0.08,8.932400000000001,4.527723553372702,0.438543404501098,0.4108625091225604,4.767213168584508,1.288786461972481,0.745,0.894,0.912,0.4,0.458,-211.9677999999999,0.201,1103.79,868.0799999999999,5.659999999999997
2007-04-15,2.862079970703125,0.1424093724775286,0.2232498111470473,2.21003030137566,1.014796178967167,0.983,0.586,0.31,0.065,0.132,9.0428,4.728200883128477,0.4579603390530475,0.4744453759846404,5.022815505600842,1.622595654097921,0.866,0.962,0.994,0.536,0.988,-214.8933999999999,0.117,1090.44,876.3399999999999,5.659999999999997
2007-04-22,2.861404931793213,0.1392949568813512,0.2197510805212416,2.217121306689247,0.9870531210134724,0.977,0.377,0.204,0.077,0.04,9.275600000000011,4.806874504423618,0.4764935336079543,0.4567171136153604,5.233320033362248,1.552322814192641,0.891,0.995,0.981,0.649,0.974,-214.6176,0.08599999999999997,1085.21,875.5,5.659999999999997
2007-04-29,2.839930802459717,0.1395853077524671,0.2217591924672377,2.220881668095895,0.9885081807327813,0.967,0.394,0.271,0.089,0.047,9.668500000000023,4.390691112740851,0.4650410897537341,0.3897293745254404,4.767052160259661,1.181311462896641,0.626,0.968,0.796,0.4,0.362,-213.8194000000001,0.341,1080.7,876.59,5.659999999999997
