SPX_PX_TO_CASH_FLOW_Diff,EarningSpread_SPX,JALSH_PX_TO_SALES_RATIO_Diff,JALSH_PX_TO_CASH_FLOW_Diff,ValuationSpreadLocalGlobal,EarningSpread_JASLH,AAIIBULL.Index,EPUCCUSM.Index,SPX_PX_TO_CASH_FLOW_QS,JALSH_PE_RATIO_Diff
2.439017956848144,12.23299999999998,0.4133358424394323,3.613145832144035,0.4783481331987891,18.59660000000008,1009.82,0.3299999999999983,0.773,4.70018690377285
2.496776654205322,12.36579999999999,0.4358459637763782,3.733758181528999,0.4866425702811245,317.8681000000001,1006.92,0.3299999999999983,0.826,4.93816487175074
2.430115046386719,12.4619,0.403437748992108,3.506734826427519,0.513,325.8332,1016.17,4.929999999999993,0.752,4.571742638151254
2.363646670227051,12.4063,0.3788827842666162,3.350764993998817,0.5070000000000001,369.8338999999999,994.91,4.929999999999993,0.679,4.251248493064454
2.34950678817749,12.402,0.391218680315166,3.534801202974388,0.403,382.2946999999999,981.41,4.929999999999993,0.666,4.48372333497461
2.419400324554443,12.218,0.4138711824244609,3.703663382074001,0.382,385.8823,974.49,4.929999999999993,0.732,4.674114478535469
2.490537302093506,12.37660000000002,0.4504110545668781,3.911926620520408,0.3579999999999999,366.8993,964.6700000000001,4.929999999999993,0.818,4.995263920012679
2.399168775634766,10.35500000000002,0.4470571984680312,3.905027565538233,0.2419999999999999,361.6373000000001,955.94,11.84,0.696,5.024968244835459
2.355701582183838,10.432,0.4222721314918555,3.757787300604679,0.283,383.8281999999999,952.3500000000001,11.84,0.652,4.787306176832953
2.335215189666748,10.55019999999998,0.4223170817770429,3.767371528259475,0.25,437.6597999999999,939.6700000000001,11.84,0.629,4.77898173498428
2.332873486175537,10.5819,0.4304887317671247,3.823563590541016,0.208,445.1650999999999,938.0800000000002,11.84,0.624,4.869164842485142
2.525163446807861,10.3357,0.4226861363122423,3.771398851218775,0.478,453.192,938.44,8.36999999999999,0.861,4.787429987916585
2.697628183898926,10.4114,0.425193131328693,3.782772057540606,0.599,437.9226000000001,934.8800000000002,8.36999999999999,0.998,4.818289634167154
2.742549153900147,10.6709,0.4415463647929999,3.887956242520555,0.536,454.0239000000001,939.0800000000002,8.36999999999999,0.997,4.942293401911956
2.762041209106445,11.3108,0.4673167381799119,4.226268818697278,0.378,458.3749,949.6200000000002,8.36999999999999,0.999,5.120354744051169
2.760714698028564,11.2316,0.4655039880358592,4.524787010776653,0.172,484.4139,953.2700000000002,-24.34,0.997,5.130658245605893
2.763786831817627,11.04459999999997,0.4422096685942625,4.504997512878904,0.1909999999999999,130.8048000000001,945.6900000000003,-24.34,0.998,4.92761933239771
2.800241099700928,10.98109999999998,0.4746590753888646,4.631596584217576,0.119,101.6008999999999,960.9400000000003,-24.34,1.0,5.144109146306241
2.815398793029785,11.2654,0.4780995383199046,4.700646724365328,0.09799999999999998,155.8127999999999,973.0300000000002,-24.34,1.0,5.299558308545005
2.823552457885742,11.38290000000002,0.4190492592092535,4.378376480669085,0.276,132.115,979.3100000000002,-24.34,0.998,4.699127604508476
2.858521380004883,7.506299999999996,0.3942862039919722,4.17877781186955,0.446,133.4668999999999,968.1600000000002,-12.7,0.997,4.21296283818649
3.015000488891601,7.219100000000026,0.4058431074204851,4.283833907475239,0.355,157.1836999999998,979.37,-12.7,1.0,4.300055563959397
3.58124787033081,7.497999999999976,0.4062926886252597,4.311248160147072,0.331,150.0976000000001,992.8900000000001,-12.7,0.999,4.316661292835938
3.055586505432129,7.564200000000028,0.4092084974148539,4.344874660783155,0.298,143.1817000000001,1004.06,-12.7,0.991,4.345319142368445
2.12113261795044,7.462100000000021,0.4245149757200364,4.444069762087866,-0.492,151.9721,1018.05,-9.699999999999996,0.267,4.456588573318583
2.172732763977051,7.226299999999995,0.4242289232979968,4.384231696416576,-0.386,139.5375999999999,1030.58,-9.699999999999996,0.33,4.416068905166834
2.145461051330567,7.346200000000024,0.4109587410886325,4.371221321359709,-0.418,151.4105,1037.51,-9.699999999999996,0.287,4.365067888593487
2.125871740112305,7.482300000000023,0.4130622407161905,4.568499416076603,-0.59,147.3359,1037.99,-9.699999999999996,0.256,4.444603999425705
2.170627673645019,7.551500000000019,0.4125760009497813,4.612001766166383,-0.54,144.0816,1046.29,-14.68,0.326,4.423327598248132
2.197438951416016,7.672399999999996,0.4059613149859734,4.563618739316553,-0.468,159.9860000000001,1058.93,-14.68,0.367,4.348156481058187
2.205776234741212,7.621499999999997,0.4169324044598554,4.703263021428189,-0.528,149.1555000000001,1079.52,-14.68,0.375,4.467241786246768
2.199239046325684,7.844899999999996,0.4308386717774378,4.892745791724495,-0.594,152.9164999999998,1102.42,-14.68,0.364,4.658206328875348
2.187472357025146,7.802199999999999,0.4248385708348629,4.89148319919784,-0.6179999999999999,179.2758999999999,1110.47,-14.68,0.338,4.616504220573828
2.20233491607666,8.004200000000026,0.4234888138378344,4.881580069319607,-0.585,169.4982,1120.2,-0.1600000000000108,0.364,4.567048268064201
2.223230260467529,8.095799999999983,0.4330103364021786,4.969876674662297,-0.575,156.1157999999998,1135.82,-0.1600000000000108,0.395,4.653648042137661
2.199892568511963,7.507500000000022,0.4340013614006378,5.016867941745432,-0.623,104.3484999999998,1144.04,-0.1600000000000108,0.354,4.694694865744028
2.167012201690674,7.503400000000013,0.4399611816816549,5.089829979846397,-0.7050000000000001,109.4177,1156.32,-0.1600000000000108,0.282,4.776856662000317
2.001068052978515,8.656800000000004,0.4411258219331634,5.119150241977796,-0.906,114.0045,1149.96,-15.48999999999999,0.084,4.772593380413658
2.120522653198242,8.73350000000002,0.4521954434592115,5.301142571829137,-0.789,121.2126000000001,1137.81,-15.48999999999999,0.205,4.861272652740826
2.539264691314697,8.52130000000001,0.4727028370462352,5.405877241831893,-0.1839999999999999,129.3507999999999,1123.05,-15.48999999999999,0.81,5.102887892744918
2.698597325439453,9.016900000000021,0.4544669784114461,4.867141887515777,0.03299999999999992,128.4753999999998,1115.61,-15.48999999999999,0.941,4.931350877195239
2.669341374206543,8.832899999999995,0.434332906797223,4.466203820589462,0.2180000000000001,145.5769,1120.51,5.659999999999997,0.925,4.716068644052029
2.743031167449951,8.932400000000001,0.438543404501098,4.527723553372702,0.201,-211.9677999999999,1103.79,5.659999999999997,0.946,4.767213168584508
2.862079970703125,9.0428,0.4579603390530475,4.728200883128477,0.117,-214.8933999999999,1090.44,5.659999999999997,0.983,5.022815505600842
2.861404931793213,9.275600000000011,0.4764935336079543,4.806874504423618,0.08599999999999997,-214.6176,1085.21,5.659999999999997,0.977,5.233320033362248
2.839930802459717,9.668500000000023,0.4650410897537341,4.390691112740851,0.341,-213.8194000000001,1080.7,5.659999999999997,0.967,4.767052160259661
2.879512548675537,8.276699999999991,0.4561018225779804,4.143429184517378,0.594,-221.3200999999999,1058.67,-17.26000000000001,0.984,4.407140734014186
2.924528678741456,8.422000000000025,0.4554426529839663,4.240125958999026,0.502,-217.9098999999999,1054.97,-17.26000000000001,0.988,4.493809719085802
2.642574990386964,8.667999999999992,0.4488446786948098,4.24340238600037,0.396,103.7151999999999,1051.42,-17.26000000000001,0.881,4.495653281158036
2.701117031555176,8.796499999999995,0.4513512954047665,4.242607649123752,0.428,113.9484000000002,1048.55,-17.26000000000001,0.908,4.50221196189496
3.328725423278808,9.037300000000002,0.4495934477482978,4.25582432413027,0.506,110.0835,1042.94,3.840000000000003,0.996,4.517041885781543
3.660502196044922,8.782200000000003,0.4506667015516707,4.287396326885452,0.467,139.9414999999999,1042.2,3.840000000000003,0.998,4.486008982961802
3.698775737609863,9.139800000000022,0.4597452990260659,4.363107860277006,0.4,129.5832,1040.42,3.840000000000003,1.0,4.522184860980892
3.734625670318604,9.611300000000014,0.4644975800877378,4.409241228075905,0.358,130.7809,1037.58,3.840000000000003,0.997,4.595619373064924
3.697758003234863,9.813199999999995,0.4570474405990615,4.361549940477151,0.402,143.2062999999998,1027.46,-6.189999999999998,0.991,4.536037762621569
3.711410154571533,10.06789999999999,0.4641709487869092,4.409266460188302,0.354,103.6220000000001,1026.86,-6.189999999999998,0.993,4.60302005219142
3.682477434539794,10.10900000000001,0.4807695693785964,4.529911206239254,0.248,138.7274999999997,1012.72,-6.189999999999998,0.981,4.730539298302046
3.623001121063233,10.23429999999999,0.4582102528779448,4.422346668642827,0.329,135.8910000000001,1014.98,-6.189999999999998,0.968,4.545189213443143
3.665543953399658,10.75569999999999,0.4493835360306264,4.331655976651266,0.4309999999999999,160.3755999999998,1012.87,-6.189999999999998,0.975,4.409479304211146
3.774976994934082,8.139700000000033,0.4675472245495932,4.435183738073177,0.35,144.6666,1012.6,-21.24,1.0,4.535872100073699
3.945146857147217,8.55210000000001,0.4869739188705572,4.567774882182231,0.23,150.3971999999999,1010.79,-21.24,0.999,4.716903637025037
4.047579349212646,8.862499999999997,0.4742377780081328,4.468585812908749,0.324,175.6878999999997,999.1600000000001,-21.24,0.999,4.591040692427173
3.6866418409729,8.737300000000019,0.4477020117928904,4.258301418154612,0.5249999999999999,137.5596,1003.81,-21.24,0.964,4.309664313032444
3.206461938171386,8.622299999999996,0.4416494040725679,4.239456171619072,0.524,133.3524000000002,1008.31,16.33,0.93,4.312267078074366
3.128250314788819,8.637100000000018,0.417812488959951,4.070910793339394,0.648,136.2978000000003,1013.7,16.33,0.922,4.107500444076475
3.100638514862061,8.593499999999992,0.4044298423798958,3.978397339481879,0.676,123.0500999999999,1009.82,16.33,0.919,3.946779306970773
3.147229589691162,8.614000000000004,0.4355413676419497,4.225118511394347,0.53,109.2440999999999,1006.38,16.33,0.919,4.197541696200373
3.117415143432618,9.156700000000015,0.4486279457967345,4.337379501632119,0.384,110.9029999999998,1023.49,33.67,0.914,4.305973143430191
3.097779914550782,8.4927,0.4413846088911009,4.311421482148925,0.411,49.92099999999982,1034.45,33.67,0.908,4.304598461156291
3.170430777587891,8.254199999999997,0.4583467396949504,4.295839230886933,0.4460000000000001,-11.52080000000024,1042.15,33.67,0.922,4.462826333007197
3.233187995910645,7.824500000000015,0.4662119889764985,4.494568353449007,0.2380000000000001,36.53300000000036,1044.87,33.67,0.929,4.554219925262869
3.350201661987305,7.453200000000024,0.4628831268342078,5.091838510191494,-0.04099999999999993,34.85830000000033,1047.55,33.67,0.933,4.429890773031532
3.40215525970459,7.42179999999999,0.4739581251399558,5.555805717451999,-0.06599999999999995,32.31970000000001,1049.4,25.99,0.933,4.41008524414646
3.245837873382569,10.01429999999999,0.4687962298708021,5.504516060360077,-0.07199999999999995,6.299599999999828,1047.2,25.99,0.917,4.443668868026639
2.756887296295166,10.1604,0.461899512310496,5.506338950606807,-0.1859999999999999,7.88110000000006,1042.86,25.99,0.803,4.474218630256757
2.118523455352783,10.30040000000002,0.4630259558852161,5.678089624513012,-0.868,-133.8678999999997,1035.11,25.99,0.131,4.494893028292195
3.602705696258544,9.886500000000012,0.4665729309140392,5.784980085633432,-0.05700000000000005,-126.4865,1023.09,39.91999999999999,0.94,4.622850190233279
5.272757435302734,9.577500000000015,0.4541627164281449,5.630366735586567,0.01100000000000001,-142.5724,1026.44,39.91999999999999,1.0,4.541171802807615
5.058389574279785,8.891800000000032,0.4284410152208345,5.209294085775665,0.04300000000000004,-130.8000999999999,1030.9,39.91999999999999,0.992,4.032485415877074
5.107023171081543,8.141499999999994,0.4367177907379549,5.123508666363355,0.05300000000000005,-133.3310999999999,1027.73,39.91999999999999,0.995,3.878781005078824
5.454829878845215,8.302900000000022,0.4639268920610343,5.324752431922009,0.04100000000000004,-133.1145999999999,1013.89,39.91999999999999,1.0,4.08872699730206
5.339605334472656,8.212000000000032,0.4431549091104532,5.196431523927428,0.05100000000000005,-191.9056,995.9600000000002,45.17000000000001,0.992,3.987361961809559
5.30817471130371,7.904899999999998,0.4268403220673029,5.059543399846861,0.07999999999999996,-199.9957999999997,973.8200000000002,45.17000000000001,0.99,3.823437200816728
5.559501254577638,6.043800000000019,0.447344018756702,5.19388657397364,0.05900000000000005,-186.7022999999999,953.9100000000001,45.17000000000001,0.999,3.943030747226186
5.369579031829834,5.557599999999979,0.4447627181272127,5.186577649163,0.05099999999999993,-188.2192999999997,933.1700000000002,45.17000000000001,0.986,3.969212565304551
5.249076032562256,5.674800000000005,0.4318195000466141,5.000697840691307,0.09199999999999997,-201.6880999999998,917.49,65.96,0.968,3.818415270126814
4.941454028625489,5.830200000000005,0.3924840804556434,4.647413553854516,0.212,-238.1687999999999,909.3800000000001,65.96,0.952,3.517205130350943
4.771512655944825,5.370199999999997,0.3548776019754623,4.390976755980155,0.4389999999999999,-190.9286000000002,901.4300000000001,65.96,0.949,3.256989283210512
5.037977085876465,22.93830000000001,0.3777171827623907,4.585271702156065,0.254,-202.5726,894.31,65.96,0.955,3.35936378490401
6.065412210083009,26.89,0.4019242754665083,4.741513269004718,0.211,-207.0158999999999,890.24,50.89999999999999,1.0,3.520386898892752
5.755125046691895,26.61720000000001,0.4027685347722819,4.78128706299566,0.1929999999999999,-208.8576000000003,872.22,50.89999999999999,0.995,3.608408510472376
3.495953624420166,25.6648,0.4165899862879642,4.995670115412081,-0.01200000000000001,-213.9122000000002,853.4,50.89999999999999,0.862,3.790158186589935
2.576037980651856,25.5949,0.4382960174247006,5.174744873423632,-0.3260000000000001,-221.3998999999999,829.2399999999999,50.89999999999999,0.606,3.937338695927789
2.596752428894043,26.0119,0.4526254662811749,5.287992117760735,-0.3149999999999999,-223.2611999999999,819.03,50.89999999999999,0.636,4.04417061280869
2.449477328338623,25.74209999999999,0.4529928295069637,5.34424346473857,-0.5069999999999999,-47.70850000000019,801.0900000000001,41.81999999999999,0.452,4.10276902116595
2.45705079208374,25.12779999999999,0.4171345849856966,5.18278633064814,-0.463,-49.43520000000035,804.8900000000001,41.81999999999999,0.456,3.729361487526395
2.562280286865234,24.0282,0.392101410298088,5.095708438086862,-0.302,-48.66649999999981,804.0100000000001,41.81999999999999,0.59,3.441011275204833
2.645724843292236,23.4198,0.4461834361373455,4.691590117893615,-0.04099999999999993,-50.19319999999971,805.97,41.81999999999999,0.678,4.080800393012159
2.601539099273682,23.1292,0.4916528721939999,4.266884522140247,0.316,9.208000000000084,823.0699999999999,39.7,0.636,4.748886111235802
2.576530455322266,22.70099999999999,0.5039811973224552,4.415621410536698,0.101,5.26929999999993,842.8699999999999,39.7,0.591,4.981958645340113
2.696231257476807,27.73450000000001,0.5055622086391288,4.406622435137342,0.232,684.7339000000002,862.4499999999999,39.7,0.702,4.835049963678069
2.947190448913574,27.42240000000001,0.4785497374877498,4.316251188938684,0.428,716.0046000000002,880.18,39.7,0.79,4.523118820202723
2.975028494873047,27.2647,0.4689296433253193,4.413114932291407,0.305,702.7797,870.8899999999999,19.59999999999999,0.787,4.53614460938978
2.540431131744385,27.107,0.496119364957588,4.650620872667806,-0.1729999999999999,734.0551,866.75,19.59999999999999,0.524,4.596485343411485
2.238061353302002,26.94479999999999,0.5106407704097519,4.841312391935309,-0.626,690.5452,862.1499999999999,19.59999999999999,0.169,4.825381236140516
